name;class;int;asym;n;m;t;tr;f1;pn;pm;pt;ptr;pf1;ptime;rootlb;rootub;rootgap;roots;proots;oroots;avgn;avgm;avgt;avgtr;avgf1;roottime;bbnodes;lb;ub;gap;d1;d2;ma;ms;ss;lc;nr;boundbased;heurtime;heurbbtime;timeBest;time;memout;p_supportg;p_heurbb;p_heureps;p_heurroots;p_heurbbtimelim;p_perturbheur;p_strongbounds;p_nodeselect;p_branchtype;p_guide;p_d1;p_d2;p_ma;p_ms;p_ss;p_lc;p_nr;p_boundbased
a0600RandGraph.2;random;0;0;600;9662;600;299;0;324;2839;23;23;0;0.008;460.016305;460.016305;0.000000;23;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;460.016305;460.016305;0.000000;42;3;276;13;0;709;561;0;0.002;0.003;0.020;0.025;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a0600RandGraph.3;random;0;0;600;9616;600;394;0;224;1285;18;18;0;0.007;507.937086;507.937086;0.000000;18;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;507.937086;507.937086;0.000000;33;1;376;11;0;595;388;0;0.002;0.005;0.018;0.025;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a0800RandGraph.1.2;random;0;0;800;12906;800;123;0;746;12060;69;69;0;0.009;464.750384;464.791442;0.008834;69;64;1;86.000;155.000;14.000;14.000;22.000;0.021;6;464.776231;464.776231;0.000000;197;45;66;38;5;962;1264;1018;0.006;0.002;0.055;0.056;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a0800RandGraph.1.5;random;0;0;800;12602;800;265;0;581;7156;46;46;0;0.012;530.442058;530.442058;0.000000;46;3;0;0.000;0.000;0.000;0.000;0.000;0.000;0;530.442058;530.442058;0.000000;56;2;219;17;1;1026;998;0;0.004;0.002;0.027;0.033;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a0800RandGraph.2;random;0;0;800;12930;800;395;0;435;3808;30;30;0;0.013;603.326182;603.326182;0.000000;30;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;603.326182;603.326182;0.000000;44;1;365;13;0;876;786;0;0.003;0.003;0.028;0.034;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a0800RandGraph.3;random;0;0;800;12770;800;535;0;290;1555;25;25;0;0.012;663.607078;663.607078;0.000000;25;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;663.607078;663.607078;0.000000;47;1;511;22;0;663;483;0;0.003;0.010;0.046;0.058;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a10000RandGraph.1.2;random;0;0;10000;160596;10000;1668;0;9228;157688;896;896;0;0.141;5927.258698;5927.519845;0.004406;896;803;1;2593.000;6927.000;641.000;641.000;90.000;1.065;205;5927.320571;5927.320571;0.000000;12082;6825;3805;1701;18;3252;15973;50503;0.107;0.041;3.358;3.376;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a10000RandGraph.1.5;random;0;0;10000;160576;10000;3370;0;7302;97988;672;672;0;1.171;6775.490027;6776.084887;0.008779;672;78;1;3704.000;11372.000;587.000;587.000;66.000;0.370;149;6775.549913;6775.549913;0.000000;11365;8323;4050;3044;14;8736;13478;66341;0.080;0.290;4.876;5.169;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a10000RandGraph.2;random;0;0;10000;159816;10000;5017;0;5335;47610;352;352;0;1.938;7594.382998;7595.345446;0.012672;352;1;1;3177.000;9789.000;324.000;324.000;26.000;0.263;23;7594.382998;7594.382998;0.000000;2092;5954;4854;978;6;10043;9549;22839;0.055;1.343;4.170;5.530;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a10000RandGraph.3;random;0;0;10000;159556;10000;6679;0;3511;19664;190;190;0;2.382;8422.560949;8422.560949;0.000000;190;1;0;0.000;0.000;0.000;0.000;0.000;0.002;0;8422.560949;8422.560949;0.000000;342;13;6495;128;1;7134;6417;0;0.038;2.391;2.549;4.997;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1000RandGraph.1.2;random;0;0;1000;16134;1000;164;0;933;15285;97;97;0;0.011;580.349110;580.366990;0.003081;97;87;1;99.000;178.000;19.000;19.000;35.000;0.028;5;580.349110;580.349110;0.000000;263;33;89;49;0;1025;1579;1343;0.007;0.003;0.097;0.098;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1000RandGraph.1.5;random;0;0;1000;15736;1000;320;0;757;9922;77;77;0;0.016;673.474200;673.474200;0.000000;77;17;0;0.000;0.000;0.000;0.000;0.000;0.015;0;673.474200;673.474200;0.000000;90;11;243;26;0;1120;1276;1310;0.005;0.002;0.052;0.057;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1000RandGraph.2;random;0;0;1000;16402;1000;490;0;550;5057;40;40;0;0.019;753.290496;753.290496;0.000000;40;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;753.290496;753.290496;0.000000;63;5;452;23;1;1035;970;0;0.004;0.004;0.037;0.045;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1000RandGraph.3;random;0;0;1000;16214;1000;650;0;368;2222;18;18;0;0.021;831.582177;831.582177;0.000000;18;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;831.582177;831.582177;0.000000;32;0;632;14;0;720;674;0;0.003;0.012;0.038;0.054;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a12000RandGraph.1.2;random;0;0;12000;192186;12000;2038;0;11094;188876;1132;1132;0;0.186;7073.546913;7074.702989;0.016341;1132;1019;1;9894.000;50104.000;1119.000;1118.000;13.000;1.646;28614;7073.946539;7073.946539;0.000000;1160772;816128;368774;237579;29;140883;120189;3528373;0.129;0.123;357.209;367.567;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a12000RandGraph.1.5;random;0;0;12000;192782;12000;3986;0;8788;115307;774;774;0;1.865;8084.092548;8084.476619;0.004751;774;60;1;2965.000;7755.000;591.000;591.000;124.000;0.472;78;8084.127875;8084.127875;0.000000;5350;4579;3657;1644;16;10556;15210;36855;0.093;0.664;4.443;5.085;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a12000RandGraph.2;random;0;0;12000;191974;12000;6001;0;6385;55848;386;386;0;2.993;9064.244250;9064.244250;0.000000;386;1;0;0.000;0.000;0.000;0.000;0.000;0.446;0;9064.244250;9064.244250;0.000000;596;90;5619;249;5;12099;11619;6950;0.066;2.625;3.199;6.334;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a12000RandGraph.3;random;0;0;12000;192898;12000;7930;0;4305;23904;234;234;0;2.689;10061.820468;10061.820468;0.000000;234;1;0;0.000;0.000;0.000;0.000;0.000;0.002;0;10061.820468;10061.820468;0.000000;456;26;7702;156;0;9536;7813;0;0.045;1.720;2.877;4.661;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1200RandGraph.1.2;random;0;0;1200;18896;1200;182;0;1142;18285;124;124;0;0.013;705.631343;705.724723;0.013232;124;115;1;185.000;371.000;59.000;59.000;26.000;0.038;8;705.672644;705.672644;0.000000;452;101;113;47;1;867;1921;1852;0.010;0.003;0.119;0.121;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1200RandGraph.1.5;random;0;0;1200;19250;1200;402;0;879;11382;81;81;0;0.021;810.480115;810.684882;0.025259;81;13;1;200.000;450.000;32.000;32.000;33.000;0.017;20;810.482934;810.482934;0.000000;237;137;341;87;4;1295;1475;1584;0.006;0.003;0.087;0.091;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1200RandGraph.2;random;0;0;1200;19092;1200;586;0;678;6340;64;64;0;0.027;906.792746;906.792746;0.000000;64;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;906.792746;906.792746;0.000000;102;3;525;38;0;1284;1136;0;0.005;0.006;0.048;0.058;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1200RandGraph.3;random;0;0;1200;18902;1200;810;0;420;2027;30;30;0;0.024;1012.450204;1012.450204;0.000000;30;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1012.450204;1012.450204;0.000000;67;1;780;23;0;1069;731;0;0.003;0.018;0.044;0.066;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a14000RandGraph.1.2;random;0;0;14000;224032;14000;2301;0;12940;220532;1241;1241;0;0.207;8271.091216;8272.297698;0.014585;1241;1112;1;11653.000;61175.000;1227.000;1227.000;14.000;1.940;35557;8271.465230;8271.465230;0.000000;1438949;1077024;565979;283715;35;158394;164276;5429225;0.137;0.061;496.606;502.829;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a14000RandGraph.1.5;random;0;0;14000;224456;14000;4687;0;10223;135505;910;910;0;2.472;9475.195203;9475.827982;0.006678;910;81;1;5422.000;16567.000;827.000;827.000;64.000;0.610;85;9475.593560;9475.593560;0.000000;10490;14056;4786;2862;18;11695;18290;71533;0.122;0.988;7.020;7.994;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a14000RandGraph.2;random;0;0;14000;224738;14000;6998;0;7475;66356;473;473;0;3.999;10639.203544;10639.221327;0.000167;473;1;1;707.000;830.000;20.000;20.000;346.000;0.485;4;10639.203544;10639.203544;0.000000;1390;118;6549;336;3;12810;13474;8514;0.099;2.818;7.670;10.468;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a14000RandGraph.3;random;0;0;14000;223738;14000;9274;0;4992;28216;266;266;0;3.387;11776.894300;11776.894300;0.000000;266;1;0;0.000;0.000;0.000;0.000;0.000;0.002;0;11776.894300;11776.894300;0.000000;497;25;9013;172;2;10624;9117;0;0.052;1.170;3.604;4.848;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.1.2;random;0;0;1400;22384;1400;225;0;1313;21453;138;138;0;0.016;810.601392;810.696279;0.011704;138;124;1;213.000;445.000;61.000;61.000;36.000;0.048;10;810.633664;810.633664;0.000000;595;168;148;56;1;1184;2179;2452;0.011;0.004;0.116;0.118;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.1.5;random;0;0;1400;22452;1400;447;0;1073;14479;120;120;0;0.027;938.932467;938.932467;0.000000;120;40;0;0.000;0.000;0.000;0.000;0.000;0.006;0;938.932467;938.932467;0.000000;281;15;348;67;4;1479;1720;0;0.007;0.006;0.059;0.069;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.2;random;0;0;1400;22200;1400;679;0;784;7737;63;63;0;0.028;1051.010742;1051.010742;0.000000;63;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1051.010742;1051.010742;0.000000;101;3;617;36;1;1183;1338;0;0.006;0.009;0.052;0.067;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.3;random;0;0;1400;22526;1400;924;0;496;2714;20;20;0;0.043;1158.955344;1158.955344;0.000000;20;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1158.955344;1158.955344;0.000000;38;2;904;14;0;1114;919;0;0.004;0.016;0.065;0.086;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.1.2;random;0;0;1600;25738;1600;270;0;1488;24740;158;158;0;0.020;943.679587;943.959789;0.029684;158;146;1;429.000;1141.000;114.000;114.000;14.000;0.063;43;943.735583;943.735583;0.000000;895;627;262;106;2;1237;2588;6146;0.012;0.004;0.192;0.193;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.1.5;random;0;0;1600;25478;1600;513;0;1188;15171;101;101;0;0.038;1078.797307;1078.797307;0.000000;101;11;0;0.000;0.000;0.000;0.000;0.000;0.024;0;1078.797307;1078.797307;0.000000;131;3;413;55;2;1789;2034;1564;0.008;0.007;0.067;0.105;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.2;random;0;0;1600;25558;1600;768;0;889;8087;57;57;0;0.046;1217.051991;1217.051991;0.000000;57;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1217.051991;1217.051991;0.000000;92;3;711;44;0;1675;1583;0;0.007;0.020;0.074;0.101;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.3;random;0;0;1600;25926;1600;1076;0;545;2835;21;21;0;0.047;1351.983774;1351.983774;0.000000;21;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1351.983774;1351.983774;0.000000;35;2;1055;11;0;1261;1031;0;0.004;0.024;0.072;0.102;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.1.2;random;0;0;1800;28946;1800;310;0;1656;27425;166;166;0;0.022;1061.393585;1061.460324;0.006287;166;149;1;196.000;379.000;42.000;42.000;44.000;0.070;3;1061.393585;1061.393585;0.000000;226;61;167;56;3;1759;2879;2357;0.014;0.001;0.139;0.141;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.1.5;random;0;0;1800;28444;1800;611;0;1311;16736;122;122;0;0.042;1218.777781;1218.777781;0.000000;122;13;0;0.000;0.000;0.000;0.000;0.000;0.003;0;1218.777781;1218.777781;0.000000;172;6;492;59;2;1688;2168;0;0.010;0.007;0.075;0.091;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.2;random;0;0;1800;28658;1800;891;0;974;8874;65;65;0;0.053;1364.892755;1364.892755;0.000000;65;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1364.892755;1364.892755;0.000000;101;4;826;40;2;1862;1731;0;0.007;0.014;0.083;0.105;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.3;random;0;0;1800;29062;1800;1192;0;638;3482;30;30;0;0.054;1507.266194;1507.266194;0.000000;30;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1507.266194;1507.266194;0.000000;61;0;1164;22;1;1364;1174;0;0.005;0.038;0.083;0.127;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.1.2;random;0;0;2000;32016;2000;313;0;1875;31104;188;188;0;0.024;1151.943419;1152.069266;0.010924;188;173;1;314.000;676.000;95.000;95.000;33.000;0.079;12;1151.953272;1151.953272;0.000000;461;218;187;42;2;1077;3180;2982;0.016;0.001;0.166;0.171;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.1.5;random;0;0;2000;31670;2000;625;0;1524;20560;149;149;0;0.052;1330.773629;1330.773629;0.000000;149;34;0;0.000;0.000;0.000;0.000;0.000;0.007;0;1330.773629;1330.773629;0.000000;185;6;479;50;2;1938;2532;0;0.011;0.009;0.088;0.111;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.2;random;0;0;2000;32124;2000;966;0;1110;9739;76;76;0;0.088;1483.836804;1483.836804;0.000000;76;1;0;0.000;0.000;0.000;0.000;0.000;0.024;0;1483.836804;1483.836804;0.000000;127;9;891;49;0;2780;1975;1226;0.008;0.028;0.120;0.180;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.3;random;0;0;2000;31502;2000;1294;0;747;4134;41;41;0;0.069;1669.345706;1669.345706;0.000000;41;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;1669.345706;1669.345706;0.000000;82;5;1254;31;2;1726;1344;0;0.006;0.038;0.101;0.146;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.1.2;random;0;0;3000;48090;3000;489;0;2783;46812;272;272;0;0.037;1781.075479;1781.358368;0.015881;272;244;1;811.000;2133.000;196.000;196.000;26.000;0.172;121;1781.194420;1781.194420;0.000000;2290;1480;791;307;3;1534;4836;12391;0.041;0.012;0.633;0.639;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.1.5;random;0;0;3000;47704;3000;994;0;2218;29378;212;212;0;0.108;2028.619951;2028.969410;0.017223;212;35;1;741.000;1905.000;149.000;149.000;43.000;0.061;26;2028.619951;2028.619951;0.000000;751;921;870;229;4;2933;3757;6778;0.017;0.023;0.345;0.368;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.2;random;0;0;3000;48130;3000;1515;0;1599;14428;114;114;0;0.143;2282.917494;2282.917494;0.000000;114;1;0;0.000;0.000;0.000;0.000;0.000;0.001;0;2282.917494;2282.917494;0.000000;181;7;1405;70;3;2932;2819;0;0.012;0.039;0.192;0.242;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.3;random;0;0;3000;48052;3000;1992;0;1074;6068;66;66;0;0.144;2537.202752;2537.202752;0.000000;66;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;2537.202752;2537.202752;0.000000;122;13;1927;48;1;2296;1909;0;0.009;0.128;0.190;0.329;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.1.2;random;0;0;4000;64174;4000;668;0;3708;62513;376;376;0;0.049;2396.883598;2397.115968;0.009694;376;338;1;1027.000;2681.000;272.000;272.000;40.000;0.226;95;2396.919869;2396.919869;0.000000;2538;1637;745;456;8;1846;6871;14987;0.031;0.015;0.712;0.721;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.1.5;random;0;0;4000;64238;4000;1377;0;2897;37741;274;274;0;0.207;2735.145464;2735.347465;0.007385;274;33;1;688.000;1478.000;127.000;127.000;119.000;0.087;13;2735.178895;2735.178895;0.000000;989;618;1174;321;4;3579;4859;4884;0.028;0.024;0.474;0.500;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.2;random;0;0;4000;63760;4000;2039;0;2099;18448;138;138;0;0.263;3072.261471;3072.261471;0.000000;138;1;0;0.000;0.000;0.000;0.000;0.000;0.001;0;3072.261471;3072.261471;0.000000;207;7;1903;83;1;3560;3763;0;0.017;0.080;0.328;0.424;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.3;random;0;0;4000;64050;4000;2691;0;1381;7646;72;72;0;0.246;3406.618730;3406.618730;0.000000;72;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;3406.618730;3406.618730;0.000000;148;11;2622;47;0;2638;2508;0;0.012;0.231;0.307;0.554;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a6000RandGraph.1.2;random;0;0;6000;95798;6000;968;0;5597;94264;565;565;0;0.074;3544.309066;3544.855197;0.015406;565;514;1;2912.000;9517.000;514.000;514.000;25.000;0.505;338;3544.386043;3544.386043;0.000000;15506;10207;5057;1048;5;1765;10749;64060;0.078;0.019;2.871;2.880;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a6000RandGraph.1.5;random;0;0;6000;96154;6000;1958;0;4478;60385;436;436;0;0.400;4059.146069;4059.455500;0.007622;436;87;1;1410.000;3565.000;271.000;271.000;121.000;0.181;36;4059.186651;4059.186651;0.000000;1802;1747;1736;627;6;5181;7493;13482;0.046;0.085;1.056;1.144;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a6000RandGraph.2;random;0;0;6000;96138;6000;2992;0;3231;28613;223;223;0;0.662;4551.757643;4551.766674;0.000198;223;1;1;347.000;487.000;15.000;15.000;158.000;0.098;2;4551.766674;4551.766674;0.000000;603;76;2781;169;4;6022;5753;3660;0.031;0.237;1.120;1.366;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a6000RandGraph.3;random;0;0;6000;95830;6000;3981;0;2126;11891;107;107;0;0.671;5049.263465;5049.263465;0.000000;107;1;0;0.000;0.000;0.000;0.000;0.000;0.001;0;5049.263465;5049.263465;0.000000;200;12;3876;76;0;4409;3884;0;0.019;0.246;0.762;1.032;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a8000RandGraph.1.2;random;0;0;8000;128746;8000;1342;0;7386;126223;728;728;0;0.111;4719.886580;4720.525484;0.013535;728;658;1;4321.000;14735.000;682.000;682.000;21.000;0.706;504;4719.965271;4719.965271;0.000000;30015;25296;7490;3079;6;3248;16200;138737;0.080;0.031;5.310;5.332;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a8000RandGraph.1.5;random;0;0;8000;127624;8000;2645;0;5935;80269;580;580;0;0.744;5394.205723;5395.544164;0.024806;580;106;1;5488.000;28583.000;568.000;568.000;11.000;0.267;178;5394.568019;5394.568019;0.000000;17583;24560;4399;5549;15;8631;10855;123376;0.064;0.114;4.472;4.573;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a8000RandGraph.2;random;0;0;8000;127748;8000;3966;0;4334;39269;300;300;0;1.336;6055.126421;6055.405677;0.004612;300;1;1;946.000;2025.000;127.000;126.000;155.000;0.157;9;6055.126421;6055.126421;0.000000;1105;1158;3734;484;2;8027;7658;6012;0.043;0.534;2.272;2.793;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
a8000RandGraph.3;random;0;0;8000;128354;8000;5299;0;2859;16130;158;158;0;1.287;6710.615114;6710.615114;0.000000;158;1;0;0.000;0.000;0.000;0.000;0.000;0.001;0;6710.615114;6710.615114;0.000000;308;7;5149;119;1;5918;5157;0;0.030;1.418;1.421;2.882;0;1;1;0.005000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
C01-A;crr;1;0;500;1250;5;4;0;500;1250;4;4;0;0.000;18.000000;18.000000;0.000000;4;2;0;0.000;0.000;0.000;0.000;0.000;0.000;0;18.000000;18.000000;0.000000;2;0;0;0;0;0;996;0;0.001;0.000;0.005;0.005;0;1;1;0.050000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
C01-B;crr;1;0;500;1250;5;5;0;500;1250;5;5;0;0.000;85.000000;85.000000;0.000000;5;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;85.000000;85.000000;0.000000;22;76;0;1;4;0;881;0;0.002;0.000;0.024;0.025;0;1;1;0.050000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
C02-A;crr;1;0;500;1250;10;8;0;500;1248;8;8;0;0.000;50.000000;50.000000;0.000000;8;6;0;0.000;0.000;0.000;0.000;0.000;0.000;0;50.000000;50.000000;0.000000;3;5;0;0;0;2;989;0;0.001;0.000;0.005;0.006;0;1;1;0.050000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
C02-B;crr;1;0;500;1250;10;10;0;500;1248;10;10;0;0.000;141.000000;141.000000;0.000000;10;2;0;0.000;0.000;0.000;0.000;0.000;0.000;0;141.000000;141.000000;0.000000;23;55;0;0;0;2;899;0;0.001;0.000;0.025;0.026;0;1;1;0.050000;1;10;1;10;0;0;1;1;1;1;1;1;1;1;1
